ID_REF,SRR1027183,SRR1027184,SRR1027185,SRR1027186,SRR1027187,SRR1027188,SRR1027189,SRR1027190
NME6,110,118,131,78,80,108,129,136
CYCS,300,472,371,206,145,1729,1928,2126
CD8B,27,3,12,1,1,5,7,12
SLFN12,113,121,62,82,18,51,83,54
CALB2,404,116,19,3,88,23,32,25
SLC9C1,40,35,25,109,1,2,12,3
OR1A1,1,0,1,0,1,0,2,0
OR7A2P,0,0,0,0,0,0,0,0
OR1A2,0,1,0,0,0,0,0,0
OR8I2,0,0,0,0,0,0,0,0
LCE1D,0,0,0,0,0,0,0,0
CCL11,9,0,1,1,1,2,2,2
FRMD3,72,824,45,25,24,144,401,397
SNTB1,115,151,130,73,55,377,662,479
MTBP,85,605,275,57,24,33,54,42
TEFM,51,103,52,77,21,33,25,32
MRPL13,158,675,515,224,78,123,139,104
MALT1,549,774,446,300,124,622,778,1309
PRL,1,0,0,0,0,0,1,0
ISG20,198,57,156,44,19,839,1337,842
HMGN1P35,0,0,0,0,0,0,0,0
OR4C11,0,0,1,1,0,0,0,0
MBOAT1,74,299,52,85,9,204,384,298
OR8U1,0,0,0,0,0,0,0,0
ID4,81,559,34,36,106,522,464,752
OR4X2,0,0,0,0,0,0,0,0
GPR22,249,138,88,119,10,2,1,1
CXCR6,235,110,247,64,24,7,52,52
CEBPB,101,525,216,112,145,1692,1610,2846
AZU1,0,1,0,0,0,23,10,7
TPSAB1,2,1,8,1,11,11,11,29
ATOH1,0,0,0,0,0,0,0,0
PAIP1,568,546,368,308,402,456,610,503
CLEC7A,303,761,331,246,54,42,94,36
C5orf34,86,113,52,41,41,14,42,47
C1QTNF4,3,0,0,1,0,19,22,18
SERHL,0,0,0,12,1,18,10,5
NEGR1,47,3,36,65,79,101,238,257
ZNF131,547,582,369,261,310,688,809,985
MACROD2,29,30,7,25,8,101,175,149
DPAGT1,122,164,178,122,136,592,439,399
BSG,631,1178,825,598,1072,5201,4468,3312
HINFP,56,87,72,77,43,339,346,407
PRYP4,0,0,0,0,0,0,0,0
CDY1,0,0,0,0,0,0,0,0
OR10V1,0,0,0,0,0,0,0,0
CERS6,832,222,447,703,163,744,603,1054
CSPG4P4Y,0,0,0,0,0,0,0,0
SPTLC3,109,202,49,26,61,188,212,350
GOLGA2P3Y,0,0,0,0,0,0,0,0
COPRS,70,141,82,50,58,258,200,153
TP53RK,116,226,145,143,84,270,206,326
B3GALT1,10,0,1,2,1,34,81,116
OR5A1,0,0,0,0,0,0,0,0
CLEC12A,31,10,76,8,3,1,7,3
OR5A2,0,0,0,0,0,0,0,0
BPGM,64,197,83,76,43,258,432,240
POP7,78,81,157,54,34,159,119,117
ALG14,28,57,60,44,46,91,84,50
SUCLG2,201,391,435,378,208,1007,885,691
CSPG4P3Y,0,0,0,0,0,0,0,0
STARD5,43,50,67,20,6,27,49,45
CSDC2,12,1,1,4,2,10,7,21
RCAN2,58,44,33,44,68,207,320,459
IL16,304,106,314,113,70,127,150,303
ABCG4,0,2,2,1,3,6,5,0
CDY1B,0,0,0,0,0,0,0,0
GNB2,476,340,894,506,201,3139,2437,2210
CFAP53,2,19,3,7,4,29,30,16
OR5B12,0,1,0,0,0,0,0,0
OR5B2,0,0,0,0,0,0,0,0
MCRIP2,34,31,50,38,35,90,82,35
PDZD3,0,0,0,0,1,2,3,1
C2CD2L,84,48,97,79,72,236,221,273
OR9I1,0,0,0,0,0,0,0,0
ARNT2,116,511,107,27,20,208,214,235
GNG12,804,149,569,776,611,2137,4191,4691
PRSS27,5,11,31,1,29,36,35,38
MYOZ2,1,1,1,3,0,6,3,2
SYNPO2,449,304,230,238,235,1278,2018,2680
DNAJB7,11,15,7,3,0,1,0,0
CLP1,43,595,80,52,41,356,137,278
INSL5,0,1,0,0,0,0,0,0
EFCAB3,0,0,0,2,0,0,0,0
TTC36,0,0,4,5,2,36,14,14
RSPH9,12,18,7,5,6,13,21,28
COPS9,89,108,109,77,89,322,267,172
GTPBP2,233,426,246,172,186,599,1010,1090
FGGY,90,141,87,153,22,172,132,81
OR9G4,0,0,0,0,0,0,0,0
IL17D,5,4,5,3,6,17,25,23
OR5AR1,0,3,0,0,0,0,0,0
PRSS30P,5,0,4,2,6,14,5,2
FUT9,122,4,12,3,16,21,38,13
OR5AP2,0,0,0,0,0,0,0,0
TCEAL1,70,34,32,123,55,244,249,280
ZNF24,1229,1280,1184,1838,621,1119,1603,1949
HSFY1,0,0,0,0,0,0,0,0
MANEA,209,434,309,160,90,71,145,180
RAB40A,15,13,4,3,4,3,7,6
MAB21L4,9,5,160,59,418,48,21,18
AGXT,0,0,0,0,2,3,2,1
OR8J1,0,0,0,0,0,0,0,0
OR5T3,0,0,0,0,0,0,0,0
AFF1,1226,934,1028,789,324,712,1504,2503
ACOT12,0,0,2,0,0,2,1,0
FIBP,138,134,214,92,80,604,394,277
CARNS1,11,32,9,6,2,14,15,20
OR10H5,0,0,1,0,0,0,0,0
BANP,97,192,125,133,57,256,291,337
PPP1CA,258,504,350,472,163,711,658,471
HCFC1,500,638,477,320,137,589,979,954
FAM170B,0,1,0,0,0,1,1,1
CTSW,45,10,64,20,25,19,23,34
NIPAL4,11,40,13,0,0,5,14,3
MUCL1,226,42,565,442,2887,26674,1277,1858
SNTG2,7,1,2,27,0,27,20,40
FNDC9,2,0,0,1,1,0,0,0
PDE3A,69,86,48,108,83,58,239,294
RASGRP1,308,749,365,81,34,30,99,105
KLHL6,445,295,622,210,51,16,87,129
CHCHD1,77,98,128,74,65,124,101,69
MRPL52,46,58,51,60,35,236,186,131
SMPDL3A,94,62,91,105,73,126,220,149
RND1,4,7,28,39,14,4809,1668,2953
RAD9A,50,100,44,88,22,163,168,161
EFEMP2,70,29,40,70,64,643,968,674
OR10AD1,5,3,3,2,1,0,0,0
AGAP5,3,2,2,0,0,3,1,1
WASHC2C,64,87,63,48,25,119,152,126
TMEM134,67,157,105,123,49,283,188,93
ZMAT3,348,505,408,317,307,302,492,897
ZFAND4,78,98,70,78,34,105,95,109
THEMIS,194,53,206,54,19,2,18,16
MOS,0,0,0,0,0,0,0,0
ZNF738,46,337,159,24,36,49,41,38
MS4A10,0,0,0,1,0,0,0,0
SLFN11,429,339,447,239,121,835,1198,1382
FAM71D,1,2,3,4,1,0,2,1
CCL19,145,9,77,28,53,439,216,72
CORO1B,264,318,582,914,296,1065,817,566
FUT10,49,221,84,53,31,47,61,45
LRRC20,34,34,45,24,57,49,47,28
MUS81,75,71,88,57,46,354,384,214
PURG,6,10,4,2,2,5,10,16
TMEM217,2,11,2,1,4,97,129,120
OR4D9,1,0,0,0,1,0,1,0
RPL12P13,1,0,0,0,0,1,0,0
ZNF596,11,13,7,16,11,29,18,34
COL6A5,2,0,19,1,1,1,0,0
CFL1,1631,807,1589,1348,1472,9892,6724,7467
TMCC1,437,885,457,374,131,444,396,651
NAA16,207,390,250,133,85,422,296,324
OR5B3,0,0,0,0,0,0,0,0
EFCAB12,2,8,3,1,0,20,22,28
OR10W1,0,1,0,0,0,0,0,0
PSME3IP1,347,486,282,276,215,572,424,462
RAB43,9,7,8,17,5,26,25,41
FADS6,1,3,0,0,1,0,0,0
CBWD1,28,59,19,15,6,49,58,54
HOXC5,1,3,0,2,3,0,1,1
RAB37,48,12,24,13,16,14,11,18
DCP2,779,879,727,626,158,334,746,783
ZBTB8OSP2,0,4,2,1,0,7,1,0
SNX32,8,8,12,7,4,58,46,30
RPL38,720,548,677,967,348,6206,4689,3598
CYP7B1,190,398,112,355,120,121,275,180
OVOL1,15,32,27,10,33,241,228,199
RARG,67,135,164,48,89,479,561,552
CES4A,15,4,18,26,13,122,183,88
CES3,2,1,86,3,52,122,104,54
SSH3,93,102,106,110,47,560,416,427
CES2,95,141,142,82,87,238,185,290
PDP2,130,305,155,102,95,174,246,371
SP3,1407,1919,1200,1257,439,872,1738,2367
KRT2,0,3,2,3,2,0,0,0
DMXL1,1208,941,1171,1217,360,412,781,1109
METAP1D,40,55,36,21,15,158,121,104
ZNF621,258,1109,248,140,135,316,538,507
EGFL7,51,36,43,44,144,223,290,189
NADSYN1,264,176,254,486,99,658,544,317
DHCR7,221,281,295,409,338,1269,1007,1105
AP002387.1,0,1,0,0,1,0,0,0
LVRN,7,5,12,1,1,0,11,3
COX6B1P3,3,4,0,0,0,1,1,1
NBEA,939,97,154,510,114,265,326,371
RNASEH2C,66,32,92,58,63,226,193,152
MYEOV,16,33,8,10,87,81,166,271
ANKRD13D,111,192,165,164,66,362,371,256
MRGPRF,20,1,3,6,11,69,100,138
MYD88,243,684,288,190,106,585,393,435
MRGPRD,1,0,0,0,1,2,0,0
OXSR1,418,2113,512,193,169,636,1128,1225
SLC22A13,5,5,4,2,1,0,2,0
PHF8,404,880,477,496,126,619,742,791
LCLAT1,484,363,357,380,239,96,169,205
ADH6,10,29,4,14,3,10,6,10
MIR4435_2HG,93,140,168,77,36,71,140,191
XKR3,1,0,0,2,0,0,0,0
FRG2C,0,1,0,0,0,0,0,1
UNC93B3,0,0,1,0,0,0,0,0
AC007318.1,14,25,26,8,7,81,84,63
KAT5,54,49,53,44,31,238,269,203
SH3RF3,30,7,18,39,18,74,144,216
GXYLT2,153,399,98,167,210,74,155,264
HPSE2,19,2,6,3,7,129,280,640
DCAKD,63,108,77,44,44,342,315,460
ARPP21,3,0,3,0,2,0,1,0
TADA2B,139,103,153,99,91,393,388,749
CCDC96,10,2,8,1,2,57,28,60
GRK2,407,373,498,632,198,936,813,643
RELA,234,162,231,218,62,1620,2966,3224
EVC2,32,25,22,16,9,100,85,159
ZNF680,183,389,159,225,74,93,213,211
HECTD4,854,1368,968,783,221,687,954,995
FAM222B,124,233,129,132,70,243,490,729
BNC2,260,52,115,188,117,47,232,262
1-Dec,12,11,9,7,2,2,9,2
RXFP4,0,0,1,2,0,7,3,1
HPSE,62,63,73,77,12,15,12,19
COQ2,62,112,75,63,23,67,71,48
CCDC63,1,0,0,0,1,0,0,0
HSPA6,9,51,5,6,2,25717,238,429
TRMT112,106,96,180,110,68,1049,564,555
LRRN3,67,92,19,129,12,11,19,41
KDM2A,911,2852,991,1479,456,2255,2747,3984
ACSM6,10,10,4,8,1,1,2,1
ADCK5,18,58,22,27,9,58,50,42
MRPL57,90,81,83,91,63,183,146,114
NOC3L,247,612,371,265,86,277,518,620
ESRRA,56,42,72,40,72,241,295,180
RHOD,26,128,47,70,30,241,183,118
ADAMTS20,3,6,4,0,6,0,0,0
COMMD1,64,82,97,71,57,285,212,183
RAPH1,211,426,121,128,38,163,304,519
MTX1,56,53,43,33,48,102,100,63
ADCY5,18,6,55,7,23,89,181,268
PARP14,3096,1735,4397,906,559,705,1668,1273
CYSLTR1,65,55,97,218,24,16,35,38
PARP15,227,65,173,60,14,15,35,17
CKS1B,61,113,45,38,41,86,110,86
ABCD2,53,46,103,19,8,3,9,8
AHSA2P,338,310,315,190,64,778,681,437
ABLIM3,44,47,24,30,41,811,1088,1225
MAB21L3,2,0,1,5,1,0,0,0
TUBB8B,0,0,0,0,0,0,1,1
MFSD4B,244,303,135,142,112,51,55,74
VANGL1,254,418,239,423,135,59,77,135
GLRX,124,148,283,157,65,330,639,141
IQCB1,136,428,339,148,32,524,508,585
SYT12,13,220,13,71,79,192,223,210
GOLGB1,2248,4287,3757,2061,859,2251,3272,5003
TERF1P1,0,0,0,0,0,0,0,0
C11orf86,1,1,0,0,0,0,0,0
LIPM,6,0,10,4,1,3,2,0
GPR151,0,1,2,3,0,0,0,0
DMRT2,6,0,2,1,2,30,34,58
ZNF483,82,102,31,48,36,31,99,66
PLAC8L1,2,2,4,3,0,8,4,5
SLC2A14,4,12,5,0,2,31,14,3
GPR137,26,22,29,29,35,312,252,172
SNCG,18,1,162,23,198,267,150,183
MMRN2,143,73,166,59,171,280,691,860
MZT2A,31,19,35,23,11,192,162,110
TNKS,744,789,549,463,253,578,891,1226
ZNF449,89,114,161,98,62,26,70,69
ZBTB21,306,394,282,318,146,1219,2452,4239
PPP1R3B,290,379,188,509,193,932,1298,1844
OR10K1,0,0,0,0,0,0,0,0
FAM86B3P,8,20,7,1,5,40,33,25
GPR148,0,0,0,1,1,0,0,1
STOX2,117,294,46,37,21,72,188,196
MAP3K11,212,138,266,193,101,867,1046,961
TRIB1,1022,1869,647,346,210,9359,4025,7606
CST9,0,0,0,0,0,4,0,1
KCNK7,1,0,0,0,1,24,16,19
SFT2D3,0,0,0,0,0,0,0,0
AC007967.1,0,0,0,0,0,0,0,0
AC097637.1,0,0,0,0,0,0,0,1
C1QB,481,299,1075,558,230,190,273,155
C1QA,420,209,756,331,181,151,268,113
NDNF,6,0,4,5,26,40,55,156
IQCF1,0,0,0,0,0,1,0,1
OLR1,244,83,297,244,65,24,137,31
GLIPR1L1,12,4,13,11,1,1,1,5
DAG1,725,1050,946,559,472,656,1423,1676
INSM1,11,2,3,0,0,1,0,0
DAB1,6,3,3,3,2,6,12,18
ARV1,180,191,101,88,82,136,82,79
NAA20,236,609,340,251,165,569,513,476
CCDC36,10,3,7,6,2,7,12,25
RNASE8,1,0,1,0,0,0,0,0
SAA1,13,25,14,5,12,680,642,192
MICOS10,80,122,87,85,54,172,123,101
EHBP1L1,276,153,237,163,142,755,795,751
THAP2,33,49,46,89,17,143,204,189
TMEM196,0,0,0,1,0,0,0,0
RNF26,74,94,109,58,92,193,186,315
PPP1R14B,45,51,85,59,65,190,239,121
RNASE11,0,0,0,0,0,0,0,0
ZNRD2,26,29,38,36,24,204,185,150
AGR3,7,4,17,22,4,249,220,263
SMARCC1,1405,4090,1328,602,423,1705,2759,3260
ZNF417,101,71,69,55,24,68,81,89
PTPRM,365,1077,322,315,260,702,1288,1797
FKBP2,54,42,114,51,62,648,466,426
VEGFB,66,48,63,46,39,468,321,417
PEAK1,668,829,750,397,402,638,1694,2866
TNFRSF10D,34,19,26,36,7,2319,1776,3328
MST1,6,17,21,4,3,91,130,75
TNFRSF10C,2,3,11,21,6,18,5,21
GMPPB,88,104,177,74,62,549,381,537
MOB1B,452,852,385,250,117,188,504,618
ZNF622,121,79,86,120,119,788,375,579
CSPG4,86,558,48,92,33,80,292,313
SNX33,167,103,205,157,79,363,664,813
FAM166C,0,9,1,0,2,25,8,12
NABP1,1399,632,1282,557,119,1071,1097,1170
ADGRF3,4,6,12,4,3,23,12,11
NLRP13,0,0,0,2,1,3,13,0
CHD2,1633,1410,1340,1165,189,3628,6741,7437
XCR1,37,12,37,8,7,0,3,0
CCDC106,14,9,13,7,6,180,110,74
CCR9,2,9,7,7,0,1,0,0
CEP83,168,343,184,112,58,273,392,497
SULT1B1,6,16,4,7,6,0,1,2
NUDT4,417,164,130,201,80,444,321,391
PC,58,276,46,69,30,361,374,241
UGT2A1,0,0,0,0,0,0,0,0
SCAI,146,469,205,131,40,89,153,124
GPRC6A,0,0,0,0,0,0,0,0
NMNAT1,40,38,60,43,33,77,55,63
LRFN4,16,137,17,32,21,35,79,52
TRAPPC3L,0,0,101,0,2,0,1,0
APOBEC4,2,7,11,0,0,0,0,0
SLC19A1,199,229,78,87,44,80,190,93
HSPB7,3,2,6,5,1,49,31,60
RCE1,41,153,45,68,31,147,225,212
UQCRH,236,692,345,162,126,1135,1090,823
TAS1R1,0,1,1,1,1,32,8,7
HES3,0,0,0,0,0,2,0,0
EIF1AX,296,266,1258,283,160,634,924,1084
SPDYE2B,0,0,0,0,0,0,0,0
OR1L1,2,0,0,0,0,0,1,0
BCLAF3,151,138,675,139,71,103,176,224
PSMD1,899,1516,939,677,506,1046,991,1541
ADGRG2,30,10,31,24,11,44,89,36
SPATA3,0,1,1,0,1,0,0,0
MUC13,2,3,1,12,1,10,3,3
SUSD5,11,104,6,3,5,21,29,47
HEG1,596,388,640,591,375,378,772,1850
WFIKKN2,0,0,0,0,0,2,3,3
C11orf80,116,632,183,374,34,166,149,105
TOMM20,1832,3076,894,1108,459,5237,5281,4621
AP000769.1,5,10,6,4,3,14,20,23
C1orf100,0,3,1,10,2,7,0,1
AGFG1,1050,2088,1225,741,510,892,1998,2093
STAT5B,388,415,350,134,202,1516,1809,1638
CD7,15,1,20,9,4,54,61,72
TOPAZ1,0,0,0,0,0,0,0,0
CNP,239,522,298,211,227,803,841,915
JUP,390,497,479,331,495,4142,6433,6932
HAP1,7,1,1,0,4,94,39,114
TDRD12,314,780,12,2,26,18,19,7
PPIAP7,0,0,0,0,0,0,0,0
CCDC13_AS1,1,1,1,4,0,14,11,13
EIF1,579,1128,614,721,251,20986,15048,18695
ENDOV,50,73,30,62,18,170,167,142
RNF213,6657,3814,7577,3794,894,969,1740,1126
TIGD3,5,1,1,5,0,75,14,19
KCNH6,0,1,2,1,0,0,0,1
MARCHF10,3,0,0,58,0,0,3,1
PLK3,96,35,82,63,52,699,1055,1135
NET1,527,1263,995,1377,388,1416,3410,1822
DPY19L1,99,202,115,75,79,194,279,349
AC008080.1,1,0,1,4,0,0,0,0
AC013489.1,0,0,0,0,0,0,1,2
PHOSPHO1,19,4,13,15,1,2,6,11
ZNF791,282,802,265,147,129,332,508,702
PHC3,1242,2077,1466,984,318,498,921,1279
GPR160,227,45,440,514,166,266,216,161
CBX2,125,237,191,51,121,9,23,30
SPTBN2,159,1725,339,784,136,238,442,224
GOLIM4,296,519,357,198,190,242,520,755
KRT28,0,0,0,0,1,0,0,0
RBM4B,71,367,65,139,31,101,88,74
ATP5MD,123,306,192,149,102,200,174,152
HOXB2,31,7,24,640,44,286,137,133
C1QTNF1,53,18,53,47,54,478,986,1363
MARCHF3,29,102,42,66,11,96,184,200
SWSAP1,16,13,13,10,8,9,11,5
SLCO4C1,24,2,14,9,2,9,4,11
RBM4,224,925,236,340,27,241,196,227
PIFO,21,5,10,2,18,87,59,79
XXYLT1,42,204,88,43,67,74,154,123
SNURFL,1,0,0,2,0,0,0,0
UBXN2A,137,256,119,92,95,299,453,490
AC095040.1,0,1,0,0,0,0,0,0
RAX2,0,1,0,1,0,0,0,0
LRRC63,8,3,10,24,3,4,2,4
TCAP,12,51,38,48,1,27,43,26
CCS,41,71,51,41,58,378,314,241
NRROS,36,12,33,17,3,43,27,28
CEP19,12,13,13,6,4,19,16,18
KLHL15,111,453,166,168,55,734,765,1283
FBXO45,244,455,464,194,111,145,188,319
CBY2,6,0,2,5,4,0,0,0
TENT5D,2,2,0,2,0,0,0,0
GNG5,21,22,20,20,14,686,527,575
FAM3C2,5,13,2,4,2,3,0,5
SLC25A30,195,111,147,112,83,307,290,548
C9orf131,12,6,3,30,0,6,4,1
CD34,218,185,131,133,208,946,2147,3600
CTSF,120,184,198,73,217,1250,905,1223
MSRB3,181,73,109,128,177,526,810,1161
LEMD3,364,607,473,312,148,734,1000,1816
C16orf91,26,40,25,21,28,162,76,63
TLR10,62,26,58,12,9,3,7,2
TLR1,208,140,278,255,60,42,64,43
TLR6,141,235,176,82,51,23,41,23
FAM174A,36,10,56,47,62,186,187,201
RGMB,57,45,65,117,42,212,206,388
FAM53A,2,15,1,3,3,32,16,19
NWD2,6,0,1,6,1,3,11,4
CYB561D1,45,69,79,74,52,89,52,65
GSTA3,1,1,1,8,0,0,1,0
ZDHHC24,63,116,79,65,72,147,120,91
AC020659.1,8,25,7,1,12,52,25,22
TRMT10C,141,389,203,184,65,392,358,312
SELP,62,14,51,56,74,343,692,819
CTU2,43,62,37,45,16,115,172,85
MGA,1173,2475,1135,1096,372,284,553,886
C12orf66,93,172,100,112,40,121,96,78
ARL13A,9,9,11,13,4,2,1,0
SNX31,55,6,0,3,5,12,7,24
PIGG,372,298,295,171,132,518,744,571
PRPF8,2132,5165,2163,1957,719,3699,4077,5921
ADCY6,274,273,361,294,288,1050,1130,1013
REP15,2,1,0,1,2,2,3,0
PITPNA,247,676,244,242,182,1355,1169,1528
DDX23,317,365,341,246,170,1809,1314,1739
ZNF80,9,4,16,1,0,2,0,0
ZNHIT2,14,7,33,20,11,101,32,43
EVX2,1,0,0,1,0,0,1,2
ZBTB4,364,442,340,325,259,1316,1694,2516
TNK1,38,130,86,75,31,271,151,178
ZHX3,165,292,159,175,118,302,489,1008
PHLDA3,92,69,31,39,278,254,409,355
DIRC1,0,0,1,1,1,1,0,2
SLC16A11,1,0,0,1,0,42,63,65
SLC16A13,11,19,17,13,9,31,27,26
GLIS1,2,2,1,0,1,14,15,36
OR2Y1,0,0,0,0,0,0,1,0
CHRNA9,0,2,1,0,0,0,0,0
PODN,114,2,58,87,99,770,675,1784
STAG3L3,2,1,0,2,0,2,2,5
SLC6A19,0,1,0,0,0,0,1,0
SNHG11,28,50,29,18,21,116,48,40
C11orf45,10,13,11,16,13,17,9,8
EXO1,67,810,174,230,41,11,33,7
RALGAPA1,318,441,332,209,91,249,454,535
PMS2P6,0,0,0,0,0,1,0,0
MIR1_1HG_AS1,0,0,1,0,0,0,0,0
LIG4,142,148,207,124,95,207,164,214
MIR1_1HG,0,0,0,0,0,0,0,0
PPIAP24,0,0,0,0,0,0,0,0
TRHR,0,3,1,9,0,0,2,0
RPL35P9,0,0,0,0,0,0,0,0
GTF2IRD2B,1,6,3,4,0,17,12,6
ABRA,3,1,0,1,0,1,2,1
ATP2A2,1784,2834,1725,1445,560,7257,7857,13096
ZWILCH,207,462,243,235,58,115,205,148
RPL4,951,1442,1357,1532,296,23789,22356,17856
SNAPC5,45,43,74,54,42,133,111,105
STARD6,0,1,2,2,0,1,0,0
GOLGA6L2,0,0,0,0,2,0,0,0
VWC2L,4,3,6,0,0,0,0,0
C12orf76,83,51,36,44,27,81,100,53
ZCCHC12,0,2,0,1,2,30,56,31
CNTNAP2,1329,6,589,128,270,0,8,6
GALNTL6,2,0,3,4,1,9,26,15
LINGO2,2,0,2,3,0,2,5,3
BBS1,15,45,4,12,5,8,8,11
DENND4A,805,1090,922,491,187,646,1834,2520
PPIAP80,0,0,0,0,0,0,0,0
IGDCC3,9,0,0,1,1,6,4,1
GCSAM,86,64,38,66,14,37,73,34
ANKRD36C,237,510,453,195,17,67,131,40
SLC26A9,1,24,0,2,1,13,9,3
MFSD4A,20,192,13,7,2,64,186,132
PELI3,20,73,34,62,28,61,50,60
TTC9B,0,1,0,0,0,12,7,4
MYO1H,5,7,6,10,2,12,36,12
TMEM81,9,34,9,10,4,67,35,73
MRPL11,58,329,111,92,31,230,229,128
KLK15,0,0,0,0,0,0,0,0
IL20RB,13,9,12,6,1,20,29,27
GOLT1A,1,1,15,7,29,42,22,22
RPL10P2,0,0,0,0,0,0,0,0
AKIRIN1,353,1135,336,206,170,1345,1482,2016
NPAS4,1,2,0,2,0,1,1,2
MSL2,287,516,279,241,63,773,700,1083
ZNF497,6,13,8,4,4,21,18,33
TRAM1L1,25,4,7,33,7,7,10,16
CMKLR1,232,161,362,195,75,15,87,58
ANGEL2,311,595,325,177,159,147,202,220
UGT8,20,690,10,6,4,82,143,216
KY,3,13,6,20,5,8,4,10
IQCK,26,50,20,44,14,175,103,106
SLCO2A1,73,40,62,159,84,205,311,730
ZNF266,211,1123,258,133,88,598,887,376
OR7D4,0,0,0,0,0,0,0,0
SLC29A2,27,119,38,86,21,185,169,135
BRSK2,6,4,13,2,12,7,11,5
VN1R6P,0,0,0,0,0,0,0,0
FAM47DP,0,0,0,0,0,0,0,0
GRIK1_AS1,1,0,0,2,2,29,4,7
B4GAT1,41,94,38,28,24,66,129,150
TMEM167A,686,1158,801,998,701,456,656,782
LEP,14,7,3,5,5,3,4,3
SH3PXD2B,605,617,293,338,273,693,1893,2707
PPIAP72,1,8,1,1,0,0,0,0
RESF1,1235,1285,1137,742,198,449,596,1053
LARP7,237,256,226,173,117,350,373,475
FGFBP3,3,1,96,4,1,21,22,20
NR1D2,704,1420,599,517,140,748,1144,1953
PABPC5,3,0,6,5,2,1,8,10
BRMS1,79,249,115,148,58,505,336,332
RPL15,1152,1568,1481,1334,748,9226,8793,6476
FAM241A,105,41,106,72,38,813,1216,1506
HRAS,30,40,49,31,53,347,244,239
WDR49,19,4,8,35,4,5,5,2
SRP72,898,1291,1281,774,505,1710,2223,2420
PCP2,1,3,2,1,1,29,14,17
RIN1,15,26,6,8,7,63,77,78
ODAPH,1,1,0,6,0,0,1,1
THAP6,168,159,147,175,50,117,99,135
CEP135,168,182,252,104,52,61,135,139
FZD4,951,221,308,294,454,275,424,659
CD248,76,27,31,68,40,203,1902,1630
BTC,7,4,80,33,14,29,29,30
PDZK1,0,6,2,0,2,135,26,104
ADGRE1,12,5,6,4,7,3,1,0
DENND6A,313,608,378,156,135,248,553,556
PDE12,243,686,386,185,218,576,627,1109
GLMN,115,156,142,89,18,80,105,70
DNAH12,11,15,18,32,3,12,8,15
YIF1A,82,292,159,195,135,400,313,174
CNIH2,5,17,9,8,7,11,4,5
AMY1B,0,0,0,0,0,0,0,0
NLRP6,6,1,4,7,0,7,5,13
NDUFA11,23,32,33,32,28,171,156,91
RSRC1,137,279,220,110,29,284,264,330
CATSPERD,0,0,0,1,0,12,2,5
SLC66A1L,7,18,1,4,6,16,13,22
RAB1B,289,391,374,421,386,1662,1110,1027
METTL15P1,0,1,2,1,1,2,2,1
OR9G1,0,0,0,1,0,0,0,0
PTDSS2,52,96,56,34,69,327,320,186
MICOS13,44,53,74,42,58,262,194,116
C3orf33,3,1,2,3,3,4,8,8
VN2R1P,0,0,0,1,0,0,0,0
OR5M3,0,0,0,0,0,0,0,0
SEZ6L2,150,160,72,14,71,482,416,638
ASPHD1,8,35,4,0,3,67,51,46
KCTD13,91,307,83,79,27,323,299,314
P2RY14,72,13,53,18,24,19,52,51
AMZ1,51,45,36,15,6,3,14,9
GPR171,90,19,86,22,11,4,9,9
GPR149,22,0,0,0,1,0,0,0
CD164L2,0,5,7,0,3,53,31,30
FUT1,18,24,15,5,39,60,44,76
DHX36,1036,1435,850,484,206,728,1092,1931
OR5J2,0,0,0,0,0,0,0,0
ZIC4,1,38,2,4,0,1,3,4
OR10AG1,0,0,0,0,1,0,0,0
AC026271.1,8,8,3,4,5,1,0,0
OR4S2,0,0,0,0,0,0,0,0
FBXW8,110,248,97,126,63,279,223,218
CA5A,1,0,0,0,0,0,0,0
ZG16,1,1,2,0,3,1,0,0
KLC2,43,204,78,89,37,303,371,301
SLC22A1,11,6,5,18,3,2,4,3
TEX36,0,0,0,0,1,0,0,0
CTBP2,265,480,271,226,123,642,1351,1616
CHST2,25,171,67,21,12,122,324,326
ZDHHC14,71,135,57,61,45,105,176,225
ATR,920,2044,1280,672,227,292,371,419
SNHG29,414,2260,464,401,351,3892,6097,3028
UBE2C,84,183,78,43,37,40,59,9
DSG4,1,2,0,1,0,2,0,1
GK5,327,593,403,292,108,276,497,332
VCPIP1,738,1411,736,706,341,389,680,1044
RTP1,0,0,0,0,0,0,0,0
DES,1,1,6,6,1,138,217,213
PDIK1L,232,257,395,402,127,37,68,79
SPSB4,2,1,3,0,2,0,4,5
RAG2,0,0,2,0,0,0,0,0
TRAF6,141,119,144,129,39,239,339,414
ZNF654,272,391,419,302,86,417,640,855
TVP23C,37,125,36,22,20,48,28,42
MRPS22,123,260,226,110,73,302,278,247
PACS1,570,356,376,333,187,879,833,1103
WFDC5,0,0,1,0,0,1,0,1
MARCKSL1,866,916,788,580,249,2914,2668,2875
SH3BP5L,78,235,152,223,137,254,234,204
OR2T1,2,0,0,0,0,0,0,0
TMEM51_AS1,16,7,11,7,4,27,59,59
YPEL2,457,218,1080,813,156,1065,1529,1366
CADM2,8,0,0,1,3,25,21,23
ABO,13,6,2,2,2,40,25,48
PSMD2,873,2133,1249,523,441,2548,2005,1931
FAM182B,3,3,2,4,3,2,1,3
PPM1E,10,61,27,48,5,4,9,9
FAM131A,47,75,47,62,40,287,392,285
CSRP2,37,271,32,32,21,541,338,671
INHBC,0,0,1,0,1,2,0,2
PARL,67,96,64,44,19,62,72,45
