ID_REF,SRR1027177,SRR1027178,SRR1027179,SRR1027180,SRR1027181,SRR1027182,SRR1027188,SRR1027189,SRR1027190
Z82246.1,1,12,5,0,2,4,8,2,3
GAPDHP14,1,1,2,1,4,0,4,0,0
RPL17P36,0,1,1,0,0,0,0,0,0
HSPB1P1,2,2,1,2,3,1,2,0,0
GSTM5P1,2,4,2,2,2,1,0,1,0
AL109946.1,4,4,5,1,3,2,1,2,1
AL020995.1,4,3,5,8,1,5,6,0,0
AC091862.1,0,0,0,0,0,0,0,0,0
AL136987.1,1,1,1,8,0,0,1,0,0
AL592043.2,0,0,1,0,2,0,0,0,0
AL627311.1,0,2,0,0,0,0,0,0,0
AL359475.1,0,0,0,1,1,0,0,0,0
LINC01072,0,3,1,3,0,0,0,0,0
BX119904.3,0,0,0,2,0,0,0,0,0
LINC01447,1,1,0,2,4,0,0,0,0
Z85994.2,0,0,0,0,0,0,0,0,0
YAP1P2,0,0,1,0,0,0,0,0,0
ELFN1_AS1,6,1,0,1,2,1,1,1,0
OR13E1P,0,0,0,0,0,0,0,0,0
ACTG1P4,0,0,0,0,0,0,0,0,0
HMGN2P28,1,0,2,1,2,5,0,2,1
COX10_AS1,43,59,40,44,39,45,35,46,38
LDHAP3,8,1,4,2,1,0,5,0,0
LINC02243,0,0,0,0,2,0,0,0,0
LINC00545,0,0,0,0,0,1,0,0,0
AL807757.2,0,2,5,1,1,4,2,0,0
BNIP3P2,0,0,0,0,0,0,0,0,0
AC097059.1,0,0,0,1,0,0,2,0,0
AC013403.1,2,2,2,4,2,2,0,1,0
RAC1P7,2,0,0,0,1,0,0,0,0
AC006967.2,0,0,0,0,0,0,0,0,0
ZBTB22,215,208,207,101,291,114,253,335,330
PRELID3BP10,3,3,3,0,1,0,0,0,0
AC010729.1,1,1,3,2,0,2,0,0,0
SCN1A_AS1,2,4,4,2,5,2,0,1,0
AC093422.3,0,0,1,0,1,0,0,0,0
AC013402.3,0,0,0,0,0,0,0,0,0
OR2AM1P,0,1,0,0,0,0,0,0,0
AL603882.1,2,0,1,0,3,0,0,0,0
AL450326.2,5,8,4,2,3,1,3,2,3
AL136097.2,2,2,0,0,1,0,0,0,0
AC064853.1,0,0,0,0,0,0,0,0,0
LINC01639,1,1,0,0,4,0,0,0,0
AC245517.4,0,1,0,1,2,1,0,0,0
AP000688.3,0,0,0,1,1,0,0,0,0
AC110995.1,16,4,2,6,12,2,0,3,1
HAUS6P2,0,0,1,1,1,1,0,0,0
CEACAMP11,1,0,2,2,0,0,0,0,0
HMGN2P23,1,0,0,0,1,0,0,0,0
USP17L4,0,0,0,0,0,0,0,0,0
CT47A3,0,0,0,0,0,0,0,0,0
AP002856.3,0,0,0,1,0,0,0,0,0
PTCSC2,0,5,2,2,5,2,0,0,0
MED13P1,0,0,0,0,0,0,0,0,0
AL022331.1,1,5,1,2,2,1,0,0,0
LINC01069,0,0,0,1,1,1,0,0,1
ADORA2BP1,1,0,2,3,2,0,0,0,0
AL445231.1,17,4,3,6,1,3,4,3,7
DUX4L26,1,3,8,0,7,1,9,1,7
AC245014.1,0,0,0,0,1,0,1,0,0
AC013727.2,0,0,1,0,0,1,0,0,0
TMEM147_AS1,92,82,64,35,68,57,46,60,38
AC079988.1,0,0,0,0,0,0,0,0,0
AL353803.3,1,0,0,0,1,1,0,0,0
RPL23AP37,0,0,0,1,2,0,2,0,1
AL110503.1,0,1,1,0,1,0,0,0,0
MRPS36P1,3,2,2,1,4,0,0,0,0
AC104076.1,3,0,1,1,1,0,0,0,1
AL450311.1,2,3,0,1,0,0,0,0,0
ZPLD2P,7,5,4,5,9,1,15,4,6
CHCHD4P3,0,0,0,0,0,0,0,0,0
RFC3P1,0,1,0,2,0,0,0,0,0
AL031659.1,1,2,2,0,0,1,0,0,0
AC005345.1,0,0,0,0,0,0,0,0,0
AC092687.2,0,1,1,0,1,0,1,0,0
AL161618.1,0,0,1,0,0,0,0,0,0
PRADC1P1,0,0,1,2,3,0,4,2,1
AL021408.1,4,2,5,4,3,1,5,5,4
GAPDHP57,0,1,0,0,0,0,0,0,0
AL133466.1,0,0,0,0,0,0,0,0,0
IGHD1_1,0,0,0,0,0,0,0,0,0
RPL12P26,0,1,0,0,0,0,0,0,0
MIR7515HG,5,9,2,4,9,2,0,0,0
AL049612.1,0,0,1,1,0,0,0,1,0
SSU72P6,0,0,0,0,0,0,0,0,0
LINC00353,0,0,0,1,0,0,0,0,0
PRAMEF35P,0,0,1,0,0,1,0,0,0
AL445669.2,0,0,0,3,2,2,1,1,0
AC009319.1,3,2,2,5,2,0,0,1,0
TCEA1P4,3,11,11,12,1,2,19,3,7
HNRNPDLP3,0,0,1,1,0,0,0,0,0
GJA6P,2,3,2,7,1,2,0,0,0
PRKX_AS1,1,0,2,0,2,0,0,1,0
RPL18AP15,1,3,1,3,4,1,0,0,0
Z82210.1,0,0,1,0,1,0,0,0,0
RPS15AP25,0,1,2,0,0,0,0,0,0
LINC01953,0,1,2,0,0,0,0,0,0
AC099811.1,8,17,29,14,14,6,12,3,2
RNMTL1P2,0,0,1,0,0,0,0,0,0
AC002429.2,3,8,5,4,8,2,1,0,0
AL359076.1,0,0,0,0,0,0,0,0,0
KDM4A_AS1,9,7,9,12,8,7,9,7,5
GRM7_AS1,0,3,2,0,3,0,0,0,0
LINC01376,21,14,14,10,21,4,6,11,14
AL023773.2,0,0,0,0,2,0,0,0,0
AL356441.1,2,1,2,1,2,1,2,0,0
C10orf71_AS1,0,0,2,2,6,0,0,0,0
AC104135.1,0,0,1,2,2,0,1,3,1
MTCO1P7,0,1,0,0,1,0,0,0,0
AC009262.1,0,3,1,2,0,0,0,0,0
AC006369.1,0,2,7,0,3,1,0,0,0
PPP1R11P1,1,2,6,2,9,1,4,0,1
C1DP2,0,0,0,1,0,0,0,0,0
AC073127.1,0,1,2,2,3,0,0,0,0
VEZF1P1,4,7,6,1,6,2,3,5,3
AL356108.1,0,1,3,3,3,0,0,0,0
AC017048.2,0,2,4,0,0,0,0,0,0
MTCYBP24,1,3,0,5,0,1,0,0,0
AC091132.2,1,1,3,0,1,0,0,2,0
AP000542.1,0,0,0,0,0,0,0,0,0
AC093106.1,1,1,0,0,0,1,0,0,0
GPC5_IT1,0,0,0,1,0,0,0,0,0
AC119744.1,6,4,4,23,1,5,0,0,0
MYO16_AS1,0,0,1,3,2,0,0,0,0
RPL6P29,1,0,0,0,0,0,0,0,0
AL122008.4,1,3,0,0,0,0,0,0,2
AC073135.1,1,4,3,3,6,0,0,0,0
AC104389.4,0,0,1,0,0,0,0,0,0
AL512605.1,0,0,0,0,0,0,0,0,0
SLC25A3P1,3,2,1,2,2,1,0,0,0
MTND4P14,2,2,2,3,4,3,0,0,2
AC009404.1,19,31,29,18,24,20,54,45,43
DIAPH2_AS1,5,4,4,11,9,4,1,0,0
EI24P2,2,2,3,1,0,0,0,0,1
TIMM8BP1,0,0,0,0,0,0,0,0,0
PPIAP64,1,0,1,0,1,2,0,0,0
AC064862.4,2,0,3,1,1,0,0,0,0
SHANK2_AS2,1,3,3,2,0,1,2,0,0
AC234582.2,0,0,0,0,0,0,0,0,0
RPL26P30,1,0,4,3,7,1,1,2,2
Z98884.1,2,5,3,2,2,3,4,2,4
AP006216.2,0,0,0,0,0,0,1,0,0
LINC01361,1,0,0,3,2,0,2,1,1
Z82214.2,0,2,8,4,3,0,0,0,0
AC004865.1,3,8,8,4,2,5,0,0,1
NDP_AS1,4,5,7,3,8,0,0,0,0
NIPA2P5,0,0,0,0,0,0,0,0,0
PEBP1P3,1,3,3,2,1,2,0,1,0
CLEC2L,1,6,0,5,4,5,2,13,4
AC114737.3,0,0,0,0,0,0,0,0,0
NDUFB9P2,1,0,0,1,1,0,0,0,0
AC019197.1,10,7,10,19,5,5,5,2,1
VN1R31P,0,0,1,0,0,0,0,0,0
NPM1P8,1,1,1,3,0,0,1,0,0
ZBED5,778,355,467,443,565,375,359,400,541
GACAT3,4,0,1,2,2,3,0,0,0
EEF1GP7,0,0,0,0,0,0,0,0,0
AC138024.1,1,0,1,0,2,1,0,0,0
AC007557.3,1,4,3,2,1,0,0,0,0
GUSBP5,9,3,4,1,1,1,3,12,4
AC048351.2,1,4,1,1,3,1,0,0,1
AC092634.4,2,1,1,5,1,3,0,0,0
MTND4LP12,0,0,0,0,0,0,0,0,0
MRGPRG_AS1,2,1,3,0,5,0,0,0,0
LINC02646,3,4,4,4,2,1,6,1,0
AP001189.1,9,8,10,5,8,6,6,31,26
SLC12A9_AS1,2,1,3,3,2,4,8,15,6
LINC01241,0,0,3,4,5,3,0,0,0
EEF1E1P1,2,3,0,1,1,1,0,0,0
AL138921.2,3,0,1,4,2,0,1,4,0
TLX1NB,1,1,5,3,3,1,0,0,0
RPL34P34,3,0,1,3,1,0,22,22,20
VN1R53P,47,85,173,362,129,80,7,22,4
OR7E109P,0,0,0,0,1,0,0,0,0
AC104333.2,2,0,0,0,0,2,0,0,0
AC019117.3,2,1,1,2,2,1,1,1,0
AC105021.1,3,3,2,4,2,0,0,2,0
SLFN14,5,1,0,3,2,1,1,0,2
BMP6P1,1,0,1,0,3,1,0,0,0
AL035634.1,1,1,4,5,3,2,0,1,0
AC005300.1,0,0,0,0,2,0,1,0,0
AL050331.2,0,0,0,0,0,0,0,0,0
AL831737.1,1,0,0,1,3,0,0,0,0
RPL5P9,0,1,2,0,1,0,0,1,0
AP001604.1,0,1,0,3,1,1,0,0,0
TRHDE_AS1,14,7,8,67,8,2,0,0,0
PPIAL4G,1,0,1,0,0,0,0,0,0
AL161638.2,1,3,1,3,4,2,0,0,0
CDYL_AS1,1,1,1,1,0,0,0,0,1
FMR1_IT1,0,6,4,1,2,1,1,3,0
POM121L13P,0,0,0,0,0,0,0,0,0
GRM8_AS1,0,1,1,2,2,1,0,0,0
AL161740.1,0,0,1,0,0,0,1,0,0
EI24P4,2,1,1,2,1,1,0,0,0
SCAT8,3,5,2,2,4,0,6,1,1
AL513123.1,0,0,0,0,0,1,0,0,0
PSMC1P10,0,8,1,2,3,0,0,0,0
SUCLG2P2,1,1,2,1,0,0,0,2,0
AC005220.1,4,0,2,1,3,1,0,2,0
LINC00437,0,0,0,0,0,0,0,0,0
AL391415.1,1,1,0,0,0,1,2,0,0
AC079584.1,0,0,0,0,0,1,0,0,1
EI24P1,1,0,0,0,2,1,0,0,0
AL355472.2,0,0,1,1,3,0,0,3,0
OR51B8P,0,0,0,0,1,0,0,0,0
AL445183.3,2,0,0,1,0,0,1,0,0
GAGE12F,0,0,0,0,0,0,0,0,0
AL358115.1,9,16,9,10,5,3,9,23,11
AL008987.1,0,0,0,0,0,0,0,0,0
AL359313.1,4,0,1,4,1,1,0,1,0
CT47A1,0,0,0,0,0,0,0,0,0
AL353052.2,3,5,1,6,3,0,0,0,0
LINC02653,0,1,3,1,1,0,0,0,0
POU5F1P5,2,14,7,5,2,1,0,1,0
AL353780.1,0,0,0,0,0,0,0,0,0
AC084809.2,0,2,0,0,2,0,1,2,0
AL133319.1,1,1,2,0,2,0,0,0,0
ZNF736P4Y,0,0,0,0,0,0,0,0,0
VENTXP7,0,0,0,0,0,0,0,0,0
KRTAP10_13P,0,2,1,0,2,0,0,0,0
CCDC200,37,27,25,35,30,37,16,19,6
LINC00479,6,7,5,8,11,7,3,1,1
AC026355.3,18,5,9,3,3,1,0,0,0
AC009518.3,0,1,0,0,0,0,0,0,0
AL139350.1,2,1,1,1,1,0,0,0,0
ITCH_AS1,1,4,4,0,1,2,0,0,0
AL121970.1,4,2,1,2,1,1,0,0,0
AC092800.1,4,7,1,2,3,4,0,0,0
AC092573.2,3,0,0,0,0,0,0,1,0
AC091806.1,2,1,4,5,3,1,0,1,0
AL807752.4,0,1,0,0,0,2,0,0,0
AC093106.2,2,0,0,1,0,1,0,0,0
SLC35G4,0,0,0,0,0,0,0,0,0
DDX11L2,1,1,3,1,2,1,2,0,0
TAS2R39,3,0,2,0,1,0,0,0,0
KRTAP21_4P,1,3,3,7,4,1,0,0,0
SLC4A1APP2,1,0,4,1,0,0,0,0,0
AL353611.1,0,0,1,0,1,0,0,1,0
VLDLR_AS1,10,5,9,16,9,4,2,6,9
UBQLN1P1,1,0,2,3,1,0,0,0,0
HMGB1P18,0,0,2,0,0,0,0,0,0
AC073336.1,1,0,4,2,1,0,0,0,0
NRADDP,2,5,2,3,3,2,1,2,2
NDUFAF4P3,1,1,2,1,1,1,2,2,0
AC092941.2,2,0,0,1,1,0,0,0,0
AL662874.1,0,0,1,0,0,2,0,0,0
AC004415.1,0,0,0,3,0,0,0,0,0
CTSLP1,0,0,0,0,0,0,0,0,0
CHCHD3P1,4,8,9,0,5,0,0,0,0
LINC01134,18,14,12,5,22,9,1,4,2
TSPY10,0,0,0,0,0,0,0,0,0
AC069213.2,0,0,0,0,1,0,0,2,0
AL583824.1,1,4,7,6,5,2,6,1,1
AL589986.2,1,1,1,6,0,0,0,0,0
GPM6BP2,0,0,0,0,0,0,0,0,0
KRT8P29,2,2,4,2,1,1,0,0,0
AC009237.8,7,7,7,7,3,8,0,3,1
MFF_DT,6,16,12,7,7,16,8,8,16
RPL37P21,0,0,0,0,0,0,0,0,0
AL162430.3,1,4,4,1,1,5,1,2,1
TSPY12P,0,0,0,0,0,0,0,0,0
LINC02850,1,0,0,0,0,0,0,0,0
LINC02151,0,0,0,1,2,1,0,0,0
FAM157A,6,0,2,2,0,1,5,30,14
AC099336.2,2,1,0,0,0,0,2,0,2
AC117947.1,2,1,1,1,1,1,0,0,0
ANKRD54P1,0,0,1,1,1,1,0,0,0
UBE2L5,5,4,2,4,2,2,3,2,3
LINC00608,2,2,2,3,6,2,0,0,0
CT47B1,0,0,0,0,1,0,0,0,0
ATG10_IT1,0,0,0,0,2,0,0,0,0
AC010894.3,5,23,13,22,7,0,1,1,1
AL590399.6,0,0,0,0,0,0,0,0,0
AC067956.1,3,4,2,2,0,1,0,0,0
AC123023.1,4,4,1,3,7,0,2,0,0
AC003092.1,2,0,0,0,1,0,0,5,2
AL035458.1,14,6,22,2,16,4,2,7,7
AC090617.1,2,2,4,3,2,1,0,1,0
HNRNPA1P22,0,0,1,0,0,0,0,0,0
SNX2P2,1,1,2,0,1,0,0,0,0
AL162425.1,1,0,0,0,1,0,0,0,0
LINC00427,0,2,0,1,4,1,0,0,1
LINC02559,0,0,0,1,1,4,1,0,0
AL035670.1,0,0,0,1,2,0,0,0,1
KCNMA1_AS1,16,18,22,32,31,16,1,5,0
AC099335.1,0,2,3,1,1,0,0,0,0
AC007881.2,3,1,0,3,3,1,1,0,0
AF127577.5,0,1,1,0,0,1,0,0,1
AC002401.1,0,3,5,0,1,0,1,0,1
KRT43P,1,4,3,1,3,0,1,0,0
GCNT1P1,2,7,6,5,5,9,0,0,0
TRIM26BP,0,0,0,1,2,1,0,1,0
AL593856.1,1,0,1,0,0,0,0,0,0
RPS24P1,0,0,0,0,0,0,0,0,0
AC012513.2,4,18,6,8,4,5,1,0,2
PKMP1,13,6,11,1,17,3,9,1,0
LINC02195,2,0,0,1,0,0,0,0,0
MTND2P40,1,2,4,4,0,2,0,1,0
RRM2P2,2,1,2,3,1,0,2,1,1
LINC01945,0,0,0,0,3,0,0,0,0
AC079168.1,1,0,0,1,2,0,0,0,0
AC133473.1,2,4,2,0,0,2,2,1,0
AC234771.4,0,5,1,3,2,1,0,0,0
EIF2S2P3,0,0,4,0,4,1,0,0,1
AC008080.4,5,3,8,5,6,2,0,0,1
AL158168.1,1,0,0,1,2,1,0,0,0
GPS2P1,10,8,9,1,7,3,7,0,2
LINC01744,0,0,0,2,2,0,0,0,0
AC107081.2,1,4,1,3,1,0,9,7,4
LINC00896,4,9,1,5,8,7,0,1,0
CD24P1,0,0,1,0,0,0,0,0,0
AC074286.1,2,1,3,4,4,1,0,5,5
SIX3_AS1,4,2,0,0,1,0,0,1,0
AC009784.1,0,0,0,0,0,0,0,0,0
AC087499.5,0,0,1,0,0,0,0,0,0
AL356379.1,0,0,0,0,0,0,0,0,0
BX470209.2,2,3,0,4,0,0,0,0,0
ATP13A5_AS1,9,0,0,1,1,0,1,0,0
RPL21P133,1,0,0,1,0,0,1,1,1
AC011284.1,3,3,1,2,3,1,0,0,0
LINC01231,1,1,0,0,2,0,0,0,0
AL390026.1,0,0,1,0,1,0,0,0,0
AC074035.1,1,0,0,1,1,0,0,0,0
AL135791.1,2,1,0,2,0,0,5,1,6
KLF2P4,0,0,1,0,0,0,1,13,1
LINC01424,7,2,3,3,1,4,1,0,1
GPC6_AS1,3,0,4,3,2,2,0,0,0
NPAP1P4,7,8,7,4,2,0,0,0,0
NPM1P40,1,0,1,1,0,0,0,0,0
AC007278.2,0,1,0,0,2,1,0,1,0
AL035448.1,2,33,14,24,13,7,1,1,3
ARF4P2,0,0,0,0,0,0,1,1,0
AL033528.3,2,1,0,1,0,0,2,0,0
AC093582.1,0,1,0,2,0,1,2,1,0
KPNA2P1,1,1,2,1,0,0,0,1,1
AC006013.1,0,0,1,0,1,0,0,0,0
LINC01695,6,22,23,5,9,3,1,5,0
AC009413.2,0,0,0,0,0,0,0,0,0
H3P36,0,0,4,1,1,1,0,0,0
RC3H1_IT1,4,7,14,9,10,3,1,1,0
AC003986.3,1,1,5,3,3,1,0,0,0
ZNF863P,0,0,0,0,0,0,0,0,0
HNRNPA1P54,7,12,4,4,5,3,2,1,0
AC006547.1,21,9,17,17,9,10,11,12,23
VN2R9P,2,2,3,0,1,0,0,0,0
MED28P7,1,4,4,2,2,3,0,1,0
AL354761.1,0,3,5,2,2,0,0,0,0
AC008060.3,0,0,0,1,0,0,0,0,0
AP001619.2,1,2,1,2,5,0,1,0,0
MYCL_AS1,2,0,0,0,0,0,0,1,0
RNF217_AS1,11,6,2,18,7,0,7,6,8
RPS27AP7,3,0,1,5,2,5,1,0,0
AL109809.3,0,0,1,0,0,0,0,1,0
RPL13AP5,11,4,7,3,8,1,75,57,36
ASNSP3,6,0,4,2,5,5,0,2,0
AC115115.1,0,1,2,2,0,0,0,0,0
AC025038.1,0,0,1,1,1,0,0,0,0
BCL2L1_AS1,2,7,13,9,4,7,2,2,0
AC116049.1,0,4,0,1,1,0,0,0,0
YWHAQP5,4,11,5,7,8,18,0,0,0
HNRNPA3P5,1,3,1,2,7,5,1,0,2
TCF3P1,3,8,7,4,1,2,6,0,1
HNRNPA1P73,0,0,1,1,0,0,0,0,0
RAD23BP1,3,1,2,2,3,1,0,0,0
AC245102.3,1,0,0,0,0,0,0,0,0
AC006369.2,0,0,0,1,0,0,0,0,0
AC092634.5,0,0,0,1,0,0,0,0,0
AC241520.1,1,12,9,7,0,4,1,0,0
SNRPGP14,7,1,2,2,1,3,4,3,1
AC073626.2,1,3,1,2,1,1,0,0,0
STARD13_AS,25,39,57,119,22,52,10,6,4
PRPF38AP2,5,1,1,2,5,3,2,1,0
AP004290.1,6,13,18,12,8,4,4,3,0
MTATP6P4,0,0,0,0,0,0,0,0,0
AL357992.1,1,5,3,3,1,0,1,0,0
S100A11P2,0,0,0,0,1,0,0,0,0
RPS27AP14,0,0,0,2,0,0,0,0,0
MED15P5,1,0,0,0,3,0,0,0,0
AC092568.1,1,0,2,2,1,0,0,0,0
IGHD7_27,0,0,0,0,0,0,0,0,0
ELOCP26,0,0,0,0,0,0,0,0,0
AL732372.1,0,0,0,0,0,0,0,0,0
RANP1,50,18,37,11,53,12,36,43,38
LYPLA2P3,2,0,1,1,0,1,0,0,0
AC023115.1,5,0,3,3,6,1,3,1,0
AC022028.1,0,0,0,0,1,0,0,0,0
EEF1DP8,0,2,1,2,1,1,0,0,0
EIF4A1P6,1,0,0,0,0,0,0,0,0
ZNF853,36,131,91,60,66,87,90,88,118
SOCS5P1,0,0,0,0,0,0,0,0,0
LINC02556,0,0,1,1,0,0,3,1,2
KRTAP19_11P,0,0,0,0,0,0,0,0,0
AC010086.2,0,0,0,0,0,0,0,0,0
BAK1P2,4,2,2,4,5,2,0,0,0
AC127070.1,2,1,3,1,2,2,7,1,0
PITPNA_AS1,19,9,3,4,10,2,14,12,6
XKRYP3,0,0,0,0,0,0,0,0,0
MTND5P17,0,2,1,1,1,0,0,0,0
AL590302.2,0,1,1,0,1,0,0,0,0
AC016903.1,0,0,0,1,0,0,0,0,0
LINC02540,0,0,1,1,0,0,0,0,0
AL627308.2,0,3,1,2,1,2,0,0,0
IFNA4,0,0,0,0,0,0,0,0,0
AC006455.7,0,0,0,0,0,1,0,0,0
Z99916.1,3,2,1,0,0,1,6,1,1
AL354928.1,0,4,2,0,1,0,1,2,0
LAMTOR5P1,4,7,3,4,1,2,0,0,1
AC009947.2,0,0,0,0,0,0,0,0,0
LINC02810,1,0,4,2,2,0,1,1,0
DLX2_DT,5,1,0,1,4,0,0,0,0
LINC01923,3,2,6,1,2,2,0,0,0
AC079780.1,0,2,0,0,0,0,1,0,0
AC023347.2,0,0,0,0,0,0,0,0,0
AL365440.2,0,1,0,4,1,0,0,0,0
AL161733.1,1,1,0,3,0,2,2,0,0
AL133215.1,0,0,0,0,0,0,0,0,0
FRGCA,0,0,0,0,0,1,0,0,0
AC011998.3,0,0,0,0,2,1,0,0,0
AC114808.2,0,1,2,1,2,0,1,0,0
POTEH_AS1,0,0,0,0,0,0,0,0,0
AC104076.2,0,0,0,0,2,0,0,0,0
AC006450.3,1,1,1,0,0,0,0,0,0
KRT18P5,0,1,1,1,1,1,0,1,0
PRKG1_AS1,15,4,9,8,4,0,0,0,0
AL117378.1,4,4,1,3,7,0,0,0,0
AL049636.1,0,0,0,0,2,1,0,2,2
MTX1P1,11,6,6,2,1,6,7,10,8
AC117944.1,0,3,1,1,1,0,0,0,0
AP000688.4,2,0,1,0,1,0,0,0,0
LINC00347,0,0,2,1,1,2,0,0,0
RPL23AP24,0,0,0,0,0,0,0,0,0
AL356000.1,1,7,1,5,0,2,2,0,1
DSTNP5,0,0,1,0,0,0,0,0,0
MAP3K2_DT,27,8,22,15,10,6,19,7,3
HMGA1P1,1,3,2,1,2,1,0,0,1
BZW1P1,7,0,4,2,5,0,0,0,0
AL160271.2,1,0,0,1,1,0,0,0,0
MTCO2P21,1,1,0,1,0,1,0,0,0
AC007274.2,0,0,0,0,0,0,0,0,0
NDUFA4P2,0,0,0,0,0,0,0,0,0
AC099654.3,1,1,1,4,2,0,0,0,0
HNRNPA1P47,1,3,0,1,3,1,0,0,0
EIF1AXP1,149,42,51,13,52,15,34,54,56
ARHGEF38,215,80,225,430,158,27,424,1203,680
LINC01010,4,3,3,18,3,2,0,1,1
AL512594.1,2,2,2,0,3,1,0,1,0
MYB_AS1,7,8,4,5,5,13,1,0,0
CNOT4P1,1,1,1,1,0,0,0,0,0
AC073316.3,2,3,0,8,1,1,0,3,1
DAPK1_IT1,1,1,0,5,0,1,0,0,0
AC108448.2,3,0,0,2,3,0,6,18,5
SMAD9_IT1,0,3,0,1,0,1,0,2,2
AC079448.1,0,0,1,0,2,0,1,0,0
AL356292.1,0,1,0,0,0,1,0,0,0
LINC01844,0,1,0,4,5,0,2,6,3
AL355376.1,0,0,0,0,0,0,0,0,0
AL354751.2,0,0,1,0,0,1,0,0,0
RBMY2QP,0,0,0,0,0,0,0,0,0
OVAAL,1,2,2,4,3,2,1,0,0
LINC01741,0,2,0,0,2,1,0,0,0
AC116036.1,0,1,0,0,1,2,0,0,0
AL606760.2,6,1,0,1,0,1,0,0,1
AL137071.1,0,0,2,2,0,0,0,0,0
AL135929.2,0,0,0,1,0,0,0,0,0
AC094019.2,2,1,4,2,2,2,1,0,2
AL354794.1,0,0,0,2,0,0,0,0,1
RPL31P63,0,1,1,0,0,0,1,1,0
UQCRC2P1,1,0,0,1,0,1,0,0,0
GAGE12B,0,0,0,0,0,0,0,0,0
CLIC4P1,7,2,5,5,3,2,1,8,15
AL033384.1,3,2,2,7,1,0,4,4,7
Z98751.2,0,0,1,0,0,0,0,0,0
AC016822.1,0,1,2,2,2,0,0,0,0
YRDCP2,1,2,0,0,0,2,0,1,1
LINC01282,0,1,0,1,6,0,0,0,0
AC009500.1,0,1,2,0,0,0,0,0,0
AC009237.9,0,0,0,0,0,0,0,0,0
LINC01186,2,0,0,1,0,0,2,3,1
MKLN1_AS,33,12,14,16,16,21,39,43,27
AC007666.1,5,1,5,1,5,0,1,0,1
DNAJC9_AS1,4,4,7,1,3,1,1,5,1
MTUS2_AS2,1,0,2,1,1,0,0,0,0
AC019118.2,2,1,0,3,3,1,0,2,0
CTAGE9,0,0,0,0,0,0,0,0,1
RPL19P16,0,0,0,0,1,0,1,1,0
TRMT112P4,1,0,0,0,2,0,0,0,0
COX7A2P2,0,0,0,0,0,1,0,0,1
AC124916.1,2,1,0,2,1,0,0,0,0
LINC02659,4,4,1,3,3,1,0,2,2
AC079325.1,2,2,5,1,4,2,0,0,0
AL034550.1,4,12,6,7,8,3,5,4,2
AC092809.4,0,0,0,0,2,0,1,1,0
AL512637.2,0,1,0,1,0,0,0,0,0
RPL21P23,1,0,4,4,0,2,2,2,1
AL157831.1,0,0,0,0,0,1,0,0,0
INTS6_AS1,16,26,17,38,19,22,19,13,23
AL512306.1,7,1,3,8,6,10,7,4,4
LINC01829,4,1,1,3,3,0,1,1,0
AL391650.1,7,7,3,2,4,4,20,9,33
RPS15AP27,0,0,1,0,1,1,0,0,0
SDR42E1P5,0,0,0,1,1,0,0,0,0
TSPY15P,0,0,0,0,0,0,0,0,0
LINC00299,7,4,9,5,7,7,0,3,1
OR2AI1P,0,0,0,0,1,0,0,0,0
AL513175.2,11,10,14,1,22,2,11,4,3
BCRP8,2,0,0,0,0,0,1,1,0
CNTNAP2_AS1,2,1,6,1,3,0,0,0,0
AL157884.3,4,2,3,2,2,0,0,0,0
SPA17P1,2,2,1,0,0,0,6,0,0
LINC02626,0,1,0,1,0,0,0,0,0
AC068898.1,0,0,0,2,0,0,0,0,0
RPL24P8,11,3,2,6,5,4,16,19,17
SDAD1P4,0,8,3,2,5,1,0,0,0
RPS3AP12,0,1,0,2,2,3,0,0,0
RPL7AP15,1,0,0,5,0,0,0,0,0
AC092066.1,0,0,0,2,2,0,0,1,1
SNX25P1,3,1,5,5,6,3,0,1,1
ELOA_AS1,4,5,5,6,10,9,21,5,13
GAPDHP2,2,4,2,4,3,1,2,1,1
BTF3P8,0,0,0,0,0,0,1,2,2
AC046176.1,28,6,7,5,7,7,25,15,1
ANKRD20A7P,0,7,3,2,0,0,0,2,0
AL606804.1,0,0,1,2,1,1,0,0,0
ARL5AP2,1,2,0,0,2,2,0,1,0
LINC01563,0,2,1,1,1,1,0,0,0
NMBR_AS1,1,0,1,1,0,1,0,0,0
AL035691.1,2,2,2,0,0,0,0,0,0
BCYRN1,41,0,0,0,1,0,1,0,0
RAB28P2,0,0,0,0,0,0,0,0,0
LINC00529,0,0,1,0,0,0,0,0,0
DMD_AS3,0,0,0,0,0,1,0,0,0
Z97634.1,10,12,11,7,11,2,8,5,5
CBR3_AS1,106,42,53,68,44,9,76,63,71
YME1L1P1,0,0,0,0,0,0,0,0,0
AC073465.2,0,1,2,1,2,0,0,0,0
AC024560.1,0,1,0,0,0,1,0,0,1
LINC00421,0,0,0,0,1,0,0,0,0
PCYT1B_AS1,0,0,0,1,1,0,0,0,0
AC139712.3,0,0,0,0,0,0,0,0,0
AC090617.2,2,1,2,1,3,1,0,0,1
AC069280.1,0,0,0,1,0,0,0,0,0
AC007750.1,6,9,11,20,4,1,1,2,3
AC010997.2,1,0,0,0,0,0,0,0,0
AC069213.3,3,0,1,1,1,0,0,2,0
AL359979.2,3,2,0,2,3,0,0,0,0
AC018892.2,0,0,0,0,0,0,0,0,0
RPL23AP95,0,0,0,0,0,1,0,0,0
LINC01474,0,0,2,3,2,1,1,1,2
BX322784.1,16,3,6,2,6,1,2,1,1
